#doc source pos typeindex type topic
111 NA 512 6330 makt 35
111 NA 513 558 öfver 1
111 NA 514 1158 sina 1
111 NA 515 6331 handlingar. 15
111 NA 516 757 Detta 14
111 NA 517 5217 gäller 16
111 NA 518 6332 Paris, 19
111 NA 519 668 där 14
111 NA 520 122 en 1
111 NA 521 493 del 16
111 NA 522 6194 damer 26
111 NA 523 1608 gå 14
111 NA 524 6333 magasinen 35
111 NA 525 144 med 26
111 NA 526 152 samma 14
111 NA 527 1675 allt 35
111 NA 528 6334 absorberande 15
111 NA 529 6335 stämning 16
111 NA 530 142 som 16
111 NA 531 122 en 1
111 NA 532 6336 pietist 23
111 NA 533 115 går 19
111 NA 534 6337 kyrkan 14
111 NA 535 5 — 35
111 NA 536 6338 "Louvre", 26
111 NA 537 6339 "Printemps", 23
111 NA 538 6340 "La 14
111 NA 539 6341 belle 46
111 NA 540 6342 Jardi, 26
111 NA 541 6343 niére" 30
111 NA 542 351 m. 35
111 NA 543 2529 fl 30
111 NA 544 98 af 16
111 NA 545 1010 dessa 19
111 NA 546 3037 s. 31
111 NA 547 68 k. 31
111 NA 548 6344 "damernas 1
111 NA 549 6345 paradis" 35
111 NA 550 5 — 16
111 NA 551 51 och 1
111 NA 552 668 där 14
111 NA 553 6346 fallen 35
111 NA 554 98 af 16
111 NA 555 6347 berörda 23
111 NA 556 4034 sjukliga 35
111 NA 557 6348 tjutnadsdrift 26
111 NA 558 469 äro 26
111 NA 559 6349 ojämförligt 35
111 NA 560 6350 talrikare 26
111 NA 561 1203 än 1
111 NA 562 1844 hos 46
111 NA 563 6351 oss, 15
111 NA 564 158 men 14
111 NA 565 4446 saken 26
111 NA 566 2184 torde 13
111 NA 567 1506 väl 1
111 NA 568 6352 förtjäna 26
111 NA 569 89 att 35
111 NA 570 6353 begrundaö 35
111 NA 571 95 hvilken 14
111 NA 572 6354 storstad 26
111 NA 573 142 som 35
111 NA 574 6355 helst. 15
112 NA 0 6356 Aktie/b. 31
112 NA 1 6357 Skånska 31
112 NA 2 6358 handelsbankens 31
112 NA 3 121 till 24
112 NA 4 6359 735 45
112 NA 5 51 och 13
112 NA 6 6360 736 24
112 NA 7 6361 kr.; 31
112 NA 8 6362 Aktieb. 45
112 NA 9 77 Stockholms 31
112 NA 10 6363 handelsbanks 24
112 NA 11 121 till 24
112 NA 12 6364 1,345 31
112 NA 13 6361 kr.; 31
112 NA 14 77 Stockholms 31
112 NA 15 39 I 24
112 NA 16 6365 tecknings-Garanti 24
112 NA 17 6366 akti 24
112 NA 18 6367 eb. 31
112 NA 19 121 till 24
112 NA 20 6368 588 31
112 NA 21 6361 kr.; 31
112 NA 22 2614 Stora 24
112 NA 23 6369 Kopparbergs 31
112 NA 24 6370 Bergslags 31
112 NA 25 5941 tall 31
112 NA 26 6371 3,950 24
112 NA 27 6361 kr.; 31
112 NA 28 6372 Trafikaktieb. 31
112 NA 29 6373 Grängesberg—Oxelösunds 31
112 NA 30 121 till 24
112 NA 31 6374 2,075 31
112 NA 32 79 ooh 13
112 NA 33 6375 2,090 31
112 NA 34 6361 kr.; 31
112 NA 35 6376 Höganäs—Billesholms 31
112 NA 36 6377 aiktieb, 31
112 NA 37 121 till 24
112 NA 38 6378 105 31
112 NA 39 69 : 31
112 NA 40 6379 50. 31
113 NA 0 6380 Väderieks-Bulietan, 27
113 NA 1 6381 Onsdagen 37
113 NA 2 346 den 49
113 NA 3 221 4 41
113 NA 4 6382 jan. 41
113 NA 5 6383 U)C5 20
113 NA 6 2069 hl. 20
113 NA 7 349 8 20
113 NA 8 449 f. 20
113 NA 9 507 in. 20
114 NA 0 6384 Observat:onsort. 37
114 NA 1 39 I 11
114 NA 2 6385 Riksgränsen.. 41
114 NA 3 6386 Gellivaie 37
114 NA 4 6387 Haparanda.... 41
114 NA 5 6388 Östersund 48
114 NA 6 6389 Hernösand... 41
114 NA 7 2237 Falun 48
114 NA 8 656 Uppsala 18
114 NA 9 1911 Stockholm. 34
114 NA 10 3635 . 41
114 NA 11 4194 K 41
114 NA 12 6390 arlstad 24
114 NA 13 6391 Strömstad.. 37
114 NA 14 3635 . 41
114 NA 15 6392 Göteborg; 41
114 NA 16 6393 .. 28
114 NA 17 6394 Jönköping.... 41
114 NA 18 6395 Visby 24
114 NA 19 6396 Halmstad 41
114 NA 20 6397 Karlshamn.. 41
114 NA 21 6398 Köpenhamn.. 41
114 NA 22 6399 Hamburg:... 41
114 NA 23 6400 Derlin 41
114 NA 24 6401 Petersburg 37
114 NA 25 6402 Arkangel 11
114 NA 26 3635 . 41
114 NA 27 6403 Valentia 48
114 NA 28 3635 . 41
114 NA 29 6404 Paris 37
115 NA 0 6405 -10,8 25
115 NA 1 3643 - 25
115 NA 2 6406 7,8 25
115 NA 3 3643 - 25
115 NA 4 6407 4,9 48
115 NA 5 3643 - 25
115 NA 6 6408 6,4 25
115 NA 7 3643 - 25
115 NA 8 6409 3,4 48
115 NA 9 3643 - 25
115 NA 10 6410 5,2 25
115 NA 11 3643 - 25
115 NA 12 6411 3,2 25
115 NA 13 3643 - 25
115 NA 14 6412 2,2 25
115 NA 15 3643 - 25
115 NA 16 6413 2,4 25
115 NA 17 6414 4- 25
115 NA 18 6415 1,7 25
115 NA 19 5771 + 25
115 NA 20 6416 1,0 48
115 NA 21 3643 - 25
115 NA 22 6417 0,0 25
115 NA 23 5771 + 25
115 NA 24 6418 1,2 25
115 NA 25 5771 + 25
115 NA 26 6419 1,4 25
115 NA 27 6420 0,2 25
115 NA 28 6414 4- 25
115 NA 29 6421 1,5 19
115 NA 30 5771 + 25
115 NA 31 6422 2,0 41
115 NA 32 5771 + 25
115 NA 33 6423 0,7 25
115 NA 34 6415 1,7 25
115 NA 35 3643 - 25
115 NA 36 6424 ö,(i 25
115 NA 37 6425 I- 25
115 NA 38 6426 8,8 25
115 NA 39 5771 + 25
115 NA 40 6427 0,5 5
116 NA 0 6428 NV 30
116 NA 1 6428 NV 30
116 NA 2 6428 NV 30
116 NA 3 42 V 15
116 NA 4 6428 NV 30
116 NA 5 6429 VNV 30
116 NA 6 6430 VSV 30
116 NA 7 6430 VSV 30
116 NA 8 6429 VNV 30
117 NA 0 6431 sv 32
117 NA 1 6431 sv 32
117 NA 2 6431 sv 32
117 NA 3 6432 SS 49
118 NA 0 6433 snö 45
118 NA 1 6434 mulet 45
118 NA 2 6435 klart 45
118 NA 3 6436 näst. 45
118 NA 4 6435 klart 45
118 NA 5 6435 klart 45
118 NA 6 6435 klart 45
118 NA 7 6435 klart 45
118 NA 8 6435 klart 45
118 NA 9 6435 klart 45
118 NA 10 6436 näst. 45
118 NA 11 6435 klart 45
118 NA 12 6434 mulet 45
118 NA 13 6435 klart 45
118 NA 14 430 half 20
118 NA 15 6435 klart 45
118 NA 16 6436 näst. 45
118 NA 17 6434 mulet 45
118 NA 18 6435 klart 45
118 NA 19 6437 disigt 45
118 NA 20 6434 mulet 45
118 NA 21 6434 mulet 45
118 NA 22 6434 mulet 45
118 NA 23 6434 mulet 45
118 NA 24 6434 mulet 45
118 NA 25 6434 mulet 45
119 NA 0 6438 32 32
119 NA 1 6439 € 49
119 NA 2 2029 0 32
119 NA 3 2029 0 32
119 NA 4 110 1 49
119 NA 5 873 n. 32
119 NA 6 6440 nbd 49
119 NA 7 2029 0 32
119 NA 8 2029 0 32
119 NA 9 2029 0 32
119 NA 10 873 n. 32
119 NA 11 6440 nbd 49
119 NA 12 873 n. 32
119 NA 13 6440 nbd 49
119 NA 14 873 n. 32
119 NA 15 6440 nbd 49
119 NA 16 2029 0 32
119 NA 17 778 3 49
119 NA 18 614 5 49
119 NA 19 221 4 41
119 NA 20 2029 0 32
120 NA 0 6441 •) 8
120 NA 1 6442 Talen 8
120 NA 2 104 denna 14
120 NA 3 6443 Lolumn 8
120 NA 4 6444 utvisa 24
120 NA 5 6445 vindstyrkan: 8
120 NA 6 6446 0=lugnt, 8
120 NA 7 6447 l^svag 8
120 NA 8 6448 vind, 8
120 NA 9 405 2 8
120 NA 10 6449 = 8
120 NA 11 3355 svag 14
120 NA 12 6450 blåst 8
120 NA 13 860 eller 4
120 NA 14 6451 laber 8
120 NA 15 6448 vind, 8
120 NA 16 778 3 4
120 NA 17 6449 = 8
120 NA 18 6450 blåst 8
120 NA 19 860 eller 4
120 NA 20 5266 frisk 8
120 NA 21 6448 vind, 8
120 NA 22 6452 4»stark 18
120 NA 23 6453 biåst, 8
120 NA 24 6454 hård 8
120 NA 25 3660 vind 8
120 NA 26 860 eller 4
120 NA 27 430 half 20
120 NA 28 3215 storm, 41
120 NA 29 614 5 20
120 NA 30 6449 = 8
120 NA 31 6455 atorm, 8
120 NA 32 347 6 4
120 NA 33 6449 = 8
120 NA 34 6456 orkan. 8
120 NA 35 6457 ") 20
120 NA 36 6458 Nederbörd 18
120 NA 37 1864 millimeter 20
120 NA 38 3570 sista 37
120 NA 39 6459 dygnet 28
120 NA 40 37 kl. 20
120 NA 41 349 8 20
120 NA 42 449 f. 29
120 NA 43 6460 m.—3 8
120 NA 44 449 f. 20
120 NA 45 351 m. 20
120 NA 46 6461 Öfrergikt. 8
120 NA 47 6462 Lågt 8
120 NA 48 6463 lufttryck 8
120 NA 49 6464 nordost 8
120 NA 50 51 och 1
120 NA 51 6465 nordväst, 8
120 NA 52 3089 högt 8
120 NA 53 6466 sydväst, 8
120 NA 54 6467 fallande 8
120 NA 55 6468 väster. 18
120 NA 56 6469 Vind 41
120 NA 57 267 mellan 14
120 NA 58 6470 nord 8
120 NA 59 51 och 1
120 NA 60 6471 väst, 8
120 NA 61 6454 hård 8
120 NA 62 317 på 1
120 NA 63 6472 norra 8
120 NA 64 79 ooh 18
120 NA 65 6473 "mellerstamellersta 8
120 NA 66 3038 Östersjön, 41
120 NA 67 5266 frisk 4
120 NA 68 317 på 1
120 NA 69 6474 västkusten. 29
120 NA 70 6475 Utsikter. 28
120 NA 71 6476 Frisk 41
120 NA 72 121 till 14
120 NA 73 6454 hård 8
120 NA 74 3660 vind 8
120 NA 75 267 mellan 8
120 NA 76 6470 nord 8
120 NA 77 51 och 28
120 NA 78 6477 väet 18
120 NA 79 126 de 14
120 NA 80 6478 östra 8
120 NA 81 6479 farvattnen, 41
120 NA 82 267 mellan 8
120 NA 83 6480 syd 28
120 NA 84 79 ooh 18
120 NA 85 6481 väst 8
120 NA 86 126 de 14
120 NA 87 3856 västra. 8
120 NA 88 6482 Upphållsväder, 8
120 NA 89 6483 sannolikt 8
120 NA 90 6484 kortvarigt 18
120 NA 91 6485 sydvästra 8
120 NA 92 6486 Sverge. 8
120 NA 93 6487 Kallt 41
120 NA 94 6488 Norrland, 8
120 NA 95 2681 eljest 8
120 NA 96 1433 omkring 1
120 NA 97 6489 noll. 8
121 NA 0 6490 Nflderböiden 33
121 NA 1 6491 du^en 41
121 NA 2 6417 0,0 25
121 NA 3 6492 millimeter. 10
122 NA 0 6493 Baroui. 20
122 NA 1 6494 Term. 41
122 NA 2 6469 Vind 41
122 NA 3 6495 nati 41
122 NA 4 6496 v&derlcb. 41
122 NA 5 2522 Kl. 20
122 NA 6 778 3 49
122 NA 7 996 t. 41
122 NA 8 6497 i,,. 20
122 NA 9 6498 749,6 41
122 NA 10 3643 - 25
122 NA 11 6412 2,2 25
122 NA 12 6499 VSV. 41
122 NA 13 6476 Frisk 41
122 NA 14 6500 Klart 41
122 NA 15 6501 lil. 41
122 NA 16 6502 c. 20
122 NA 17 6503 in- 41
122 NA 18 6504 751,0 41
122 NA 19 6505 -2,5 41
122 NA 20 2668 V. 41
122 NA 21 6506 Sva£. 41
122 NA 22 6507 Klart. 41
122 NA 23 2522 Kl. 41
122 NA 24 390 9 41
122 NA 25 350 e. 20
122 NA 26 6508 m.: 41
122 NA 27 6509 749,1 41
122 NA 28 6510 —5,8 41
122 NA 29 2668 V. 41
122 NA 30 6511 Svag. 41
122 NA 31 6512 Klart, 41
122 NA 32 6513 Högsta 41
122 NA 33 6514 temperaturen 20
122 NA 34 346 den 49
122 NA 35 221 4 41
122 NA 36 6515 jon. 41
122 NA 37 6516 -f 41
122 NA 38 6422 2,0 41
122 NA 39 6517 Liigsta 41
122 NA 40 6518 &gt; 41
122 NA 41 9 » 3
122 NA 42 6519 —6,0 41
122 NA 43 6520 Sanilliniiiii 41
122 NA 44 3036 d. 41
122 NA 45 221 4 41
122 NA 46 6382 jan. 41
122 NA 47 2522 Kl. 20
122 NA 48 6521 9f. 41
122 NA 49 6522 ir. 41
122 NA 50 6523 VNV. 41
122 NA 51 6524 Hård. 41
122 NA 52 6525 Klar 41
122 NA 53 3635 . 41
122 NA 54 6526 IIlitvudBkilr 41
122 NA 55 6527 il. 41
122 NA 56 221 4 41
122 NA 57 6382 jan. 41
122 NA 58 37 kl. 20
122 NA 59 6528 91, 41
122 NA 60 6529 si. 41
122 NA 61 6530 NV. 41
122 NA 62 6524 Hård. 41
122 NA 63 6507 Klart. 41
122 NA 64 6531 Landsort 41
122 NA 65 3036 d. 41
122 NA 66 221 4 41
122 NA 67 6382 jan. 41
122 NA 68 37 kl. 20
122 NA 69 390 9 41
122 NA 70 996 t. 41
122 NA 71 351 m. 20
122 NA 72 6530 NV. 41
122 NA 73 6524 Hård. 41
122 NA 74 6525 Klar 41
122 NA 75 3635 . 41
122 NA 76 6532 Dalarö 41
122 NA 77 3036 d. 41
122 NA 78 221 4 41
122 NA 79 6382 jan. 41
122 NA 80 37 kl. 20
122 NA 81 390 9 41
122 NA 82 996 t. 41
122 NA 83 507 in. 20
122 NA 84 6530 NV. 41
122 NA 85 6524 Hård. 41
122 NA 86 6500 Klart 41
122 NA 87 4079 Skanör 41
122 NA 88 3036 d. 41
122 NA 89 221 4 41
122 NA 90 6382 jan. 41
122 NA 91 37 kl. 20
122 NA 92 349 8 20
122 NA 93 996 t. 41
122 NA 94 507 in. 20
122 NA 95 2668 V. 41
122 NA 96 6533 Frisk.Vinga 41
122 NA 97 3036 d. 41
122 NA 98 221 4 41
122 NA 99 6382 jan. 41
122 NA 100 6534 kl.8 41
122 NA 101 449 f. 20
122 NA 102 351 m. 20
122 NA 103 6535 NNV. 41
122 NA 104 6536 Laber. 41
122 NA 105 6537 HalfklSkasen 41
122 NA 106 3036 d. 41
122 NA 107 221 4 41
122 NA 108 6382 jan. 41
122 NA 109 37 kl. 20
122 NA 110 349 8 20
122 NA 111 449 f. 20
122 NA 112 351 m. 20
122 NA 113 6535 NNV. 41
122 NA 114 6538 Frisk. 41
123 NA 0 6539 Koslagsgataii 8
123 NA 1 6540 22: 20
123 NA 2 37 kl. 20
123 NA 3 2082 11 20
123 NA 4 449 f. 20
123 NA 5 6541 m.oohkl. 20
123 NA 6 6542 6e. 32
123 NA 7 6543 m.Em. 20
123 NA 8 6544 Bergätröm. 32
123 NA 9 6545 Metoilisirörsuitllillgariin: 32
123 NA 10 639 S:t 20
123 NA 11 6546 Paulskyrkan[A&lt;iö!\ 41
123 NA 12 6547 l''redriks 32
123 NA 13 6548 torg): 20
123 NA 14 37 kl. 20
123 NA 15 2082 11 20
123 NA 16 449 f. 20
123 NA 17 351 m. 20
123 NA 18 6549 Grönblad, 20
123 NA 19 37 kl. 20
123 NA 20 614 5 20
123 NA 21 350 e. 20
123 NA 22 351 m. 20
123 NA 23 6550 fest. 20
123 NA 24 639 S:t 20
123 NA 25 6551 Peter 41
123 NA 26 6552 (Upplandsgatan): 20
123 NA 27 37 kl. 20
123 NA 28 2082 11 20
123 NA 29 449 f. 20
123 NA 30 351 m. 20
123 NA 31 6553 Wik, 41
123 NA 32 37 kl. 20
123 NA 33 614 5 20
123 NA 34 350 e. 20
123 NA 35 351 m. 20
123 NA 36 6554 ungdomstest. 5
123 NA 37 6555 Trefaldiglietslcj/rkau 20
123 NA 38 6556 (Majorsgratan 20
123 NA 39 6557 5): 11
123 NA 40 37 kl. 20
123 NA 41 2082 11 20
123 NA 42 6558 1. 45
123 NA 43 351 m. 20
123 NA 44 6559 Åhgren, 20
123 NA 45 37 kl. 20
123 NA 46 347 6 20
123 NA 47 997 o. 20
123 NA 48 351 m. 20
123 NA 49 3198 J. 20
123 NA 50 3326 Th. 11
123 NA 51 6560 Jacobsson. 32
123 NA 52 639 S:t 20
123 NA 53 6561 Markus 20
123 NA 54 6562 (Nytorgsgatan 20
123 NA 55 6563 28): 32
123 NA 56 37 kl. 20
123 NA 57 2082 11 20
123 NA 58 449 f. 20
123 NA 59 351 m. 20
123 NA 60 6564 Eklund, 20
123 NA 61 37 kl. 20
123 NA 62 614 5 20
123 NA 63 350 e. 20
123 NA 64 351 m. 20
123 NA 65 6565 aftonunderhållning, 5
123 NA 66 37 kl. 20
123 NA 67 349 8 20
123 NA 68 350 e. 20
123 NA 69 351 m. 20
123 NA 70 6566 bönemöte. 32
123 NA 71 639 S:t 20
123 NA 72 6567 Johannes, 20
123 NA 73 6568 Brännkyrkagatan 20
123 NA 74 6569 134 41
123 NA 75 779 A 11
123 NA 76 873 n. 32
123 NA 77 2230 b. 29
123 NA 78 6570 (ingfing 28
123 NA 79 228 från 32
123 NA 80 6571 Långholmsgatan): 20
123 NA 81 37 kl. 20
123 NA 82 2082 11 20
123 NA 83 449 f. 20
123 NA 84 351 m. 20
123 NA 85 6572 Sundström, 32
123 NA 86 37 kl. 20
123 NA 87 347 6 20
123 NA 88 350 e. 20
123 NA 89 351 m. 20
123 NA 90 6573 ljuspredikan 5
123 NA 91 98 af 1
123 NA 92 6574 Charlotta 20
123 NA 93 6575 Sandberg. 20
123 NA 94 639 S:t 20
123 NA 95 6576 Peters 20
123 NA 96 6577 missionssal, 41
123 NA 97 477 Fleminggatan 20
123 NA 98 6578 36: 41
123 NA 99 37 kl. 20
123 NA 100 2082 11 20
123 NA 101 449 f. 20
123 NA 102 351 m. 20
123 NA 103 1171 A. 11
123 NA 104 3198 J. 20
123 NA 105 6579 Andersson, 20
123 NA 106 37 kl. 20
123 NA 107 347 6 20
123 NA 108 350 e. 20
123 NA 109 351 m. 20
123 NA 110 2668 V. 41
123 NA 111 6580 Gustafsson 32
123 NA 112 51 och 20
123 NA 113 434 O. 21
123 NA 114 6581 Cailsson. 32
123 NA 115 6582 Mikaeligalen, 20
123 NA 116 6583 Riddaregatan 28
123 NA 117 6584 38: 11
123 NA 118 37 kl. 20
123 NA 119 2082 11 20
123 NA 120 449 f. 20
123 NA 121 351 m. 20
123 NA 122 6585 P. 21
123 NA 123 6586 Mårtensson. 41
123 NA 124 6587 Kollekt. 20
123 NA 125 2522 Kl. 20
123 NA 126 347 6 20
123 NA 127 350 e. 20
123 NA 128 351 m. 20
123 NA 129 6588 Mårtenson 41
123 NA 130 51 och 20
123 NA 131 6589 Hedström. 28
123 NA 132 4579 Nya 41
123 NA 133 1240 kyrkans 15
123 NA 134 6590 fiirganilliitr. 20
123 NA 135 6591 Arbetareinstitvtei 20
123 NA 136 1897 Klara 20
123 NA 137 1227 N. 20
123 NA 138 6592 Kyrkogata 20
123 NA 139 18 8: 20
123 NA 140 37 kl. 20
123 NA 141 6593 1.15 20
123 NA 142 996 t. 41
123 NA 143 998 ni. 45
123 NA 144 1171 A. 11
123 NA 145 6594 Boyesen. 8
123 NA 146 6595 Fvangel- 20
123 NA 147 6596 lirödrnförsamlingens 20
123 NA 148 6597 kyrka 20
123 NA 149 6598 (Kung» 20
123 NA 150 6599 trädgårdsgatan 20
123 NA 151 6600 12): 32
123 NA 152 37 kl. 20
123 NA 153 2029 0 32
123 NA 154 6502 c. 20
123 NA 155 351 m. 20
123 NA 156 6601 missionspredikan. 28
123 NA 157 6587 Kollekt. 20
123 NA 158 6602 Röchling. 11
124 NA 0 6603 Inglisli 8
124 NA 1 6604 clilll-cll, 20
124 NA 2 6605 Wall 2
124 NA 3 2098 gatan 28
124 NA 4 6606 42: 13
124 NA 5 6607 Mattins, 8
124 NA 6 6608 Sern 41
124 NA 7 1915 & 8
124 NA 8 6609 Celebration 28
124 NA 9 2082 11 20
124 NA 10 100 a. 39
124 NA 11 351 m. 20
124 NA 12 6610 Chaplain 37
124 NA 13 6611 Rev. 39
124 NA 14 6612 Edward 8
124 NA 15 6613 Shepherd, 8
124 NA 16 1961 M. 28
124 NA 17 1171 A. 11
124 NA 18 6614 Eglise 39
124 NA 19 6615 liéforiné 20
124 NA 20 1945 fi 28
124 NA 21 6616 an(;aise, 41
124 NA 22 2289 13 28
124 NA 23 6617 &15 41
124 NA 24 6618 Humlegårdsgatan: 2
124 NA 25 2842 ingen 39
124 NA 26 6619 gudstjänst. 28
124 NA 27 6620 N:t 28
124 NA 28 6621 lirikft 11
124 NA 29 6622 katolska 39
124 NA 30 6623 k)-rkn(vid 8
124 NA 31 6624 Folkungagatan): 20
124 NA 32 1123 Stilla 20
124 NA 33 6625 ni&ssa 20
124 NA 34 6534 kl.8 41
124 NA 35 449 f. 20
124 NA 36 450 m., 20
124 NA 37 6626 högmässar, 28
124 NA 38 5120 ined 13
124 NA 39 6627 predikan 20
124 NA 40 37 kl. 20
124 NA 41 2082 11 20
124 NA 42 449 f. 20
124 NA 43 450 m., 20
124 NA 44 6628 aftongudstjänst 20
124 NA 45 351 m. 20
124 NA 46 6627 predikan 20
124 NA 47 37 kl. 20
124 NA 48 6629 6. 13
124 NA 49 6502 c. 20
124 NA 50 351 m. 20
124 NA 51 639 S:t 20
124 NA 52 6630 liugenias 11
124 NA 53 6622 katolska 39
124 NA 54 6631 kyrlta(vidNorraSmedjegatan): 8
124 NA 55 1123 Stilla 20
124 NA 56 6632 miissor 20
124 NA 57 37 kl. 20
124 NA 58 1480 7 20
124 NA 59 79 ooh 13
124 NA 60 37 kl. 20
124 NA 61 390 9 41
124 NA 62 449 f. 20
124 NA 63 450 m., 20
124 NA 64 6633 högmässan 41
124 NA 65 144 med 13
124 NA 66 6627 predikan 20
124 NA 67 37 kl. 20
124 NA 68 2082 11 20
124 NA 69 449 f. 20
124 NA 70 450 m., 20
124 NA 71 6628 aftongudstjänst 20
124 NA 72 144 med 13
124 NA 73 6627 predikan 20
124 NA 74 37 kl. 20
124 NA 75 347 6 20
124 NA 76 350 e. 20
124 NA 77 507 in. 20
125 NA 0 44 Dagens 34
125 NA 1 45 Nyheter 38
125 NA 2 164 vid 36
125 NA 3 6634 järnvägarne. 31
125 NA 4 44 Dagens 34
125 NA 5 45 Nyheter 38
125 NA 6 6635 försäljes 36
125 NA 7 285 genom 36
125 NA 8 6636 tidningsbud, 26
125 NA 9 211 hvilka 26
125 NA 10 6637 medfölja 34
125 NA 11 6638 täg 34
125 NA 12 93 å 34
125 NA 13 6639 linierna 34
125 NA 14 6640 Stockholm—Upsala, 3
125 NA 15 6641 Stockholm—Flen, 36
125 NA 16 1055 Göteborg 32
125 NA 17 144 med 26
125 NA 18 6642 omgifningar, 38
125 NA 19 6643 Helsingborg—Engelholm, 26
125 NA 20 6644 Engelholm— 31
125 NA 21 6645 Kjeflinge 3
125 NA 22 351 m. 26
125 NA 23 6646 fl., 26
125 NA 24 239 samt 38
125 NA 25 164 vid 26
125 NA 26 126 de 26
125 NA 27 6647 flesta 26
125 NA 28 6648 järnvägsstationer 34
125 NA 29 3086 inom 34
125 NA 30 6649 riket. 36
126 NA 0 21 En 16
126 NA 1 6250 frestelsens 35
126 NA 2 6650 organisation. 26
126 NA 3 539 De 35
126 NA 4 1439 stora 26
126 NA 5 6651 aifänspalateen, 26
126 NA 6 905 deras 32
126 NA 7 6652 utsmyckning 26
126 NA 8 51 och 16
126 NA 9 268 d© 32
126 NA 10 6653 prunkande 16
126 NA 11 6654 expositioner, 26
126 NA 12 142 som 16
126 NA 13 144 med 26
126 NA 14 122 en 16
126 NA 15 6655 mna.kfull 35
126 NA 16 6656 anordning, 35
126 NA 17 6657 sköna 35
126 NA 18 6658 lyxföremål 35
126 NA 19 51 och 16
126 NA 20 6659 höga 49
126 NA 21 6660 värden 26
126 NA 22 1359 draga 26
126 NA 23 51 och 16
126 NA 24 6661 locka 16
126 NA 25 346 den 49
126 NA 26 1439 stora 26
126 NA 27 6662 publiken 14
126 NA 28 121 till 0
126 NA 29 5419 sig, 35
126 NA 30 70 ha 32
126 NA 31 6663 framkallat 28
126 NA 32 6664 ott 32
126 NA 33 6665 fenomen 26
126 NA 34 142 som 16
126 NA 35 6666 hänge 26
126 NA 36 6667 väckt 28
126 NA 37 6668 läkare-i 35
126 NA 38 51 och 16
126 NA 39 6669 juristers 28
126 NA 40 6670 intresse, 35
126 NA 41 258 ett 14
126 NA 42 454 slags 49
126 NA 43 6671 tjufverier, 26
126 NA 44 211 hvilka 26
126 NA 45 144 med 26
126 NA 46 6672 afseende 26
126 NA 47 6673 pa 26
126 NA 48 400 såväl 44
126 NA 49 126 de 26
126 NA 50 5379 omständigheter 32
126 NA 51 211 hvilka 26
126 NA 52 126 de 26
126 NA 53 6674 utförae 40
126 NA 54 142 som 16
126 NA 55 144 med 26
126 NA 56 6314 hänsyn 15
126 NA 57 121 till 16
126 NA 58 6675 tjuf 35
126 NA 59 6676 ven 35
126 NA 60 6677 .sociala 26
126 NA 61 51 och 16
126 NA 62 6678 ekonomiska 26
126 NA 63 6679 ställning 14
126 NA 64 469 äro 26
126 NA 65 6680 tämligen 32
126 NA 66 6681 enastående, 16
126 NA 67 121 till 16
126 NA 68 51 och 16
126 NA 69 144 med 26
126 NA 70 3086 inom 14
126 NA 71 2785 vårt 26
126 NA 72 5199 moderna 16
126 NA 73 6682 syndaregister. 15
126 NA 74 1718 Vi 26
126 NA 75 6683 åsyfta 35
126 NA 76 1093 här 16
126 NA 77 346 den 16
126 NA 78 6684 sjukliga, 26
126 NA 79 6685 företeelse, 32
126 NA 80 142 som 35
126 NA 81 98 af 16
126 NA 82 6686 lekmannen 26
126 NA 83 6687 karaktärirceras 49
126 NA 84 144 med 26
126 NA 85 204 det 16
126 NA 86 6688 missvisande, 26
126 NA 87 1403 föråldrade 15
126 NA 88 6689 uttryeket 35
126 NA 89 6690 kleptomani, 26
126 NA 90 98 af 16
126 NA 91 6691 rättsläkaren 26
126 NA 92 6692 studerad 44
126 NA 93 144 med 26
126 NA 94 204 det 35
126 NA 95 243 intresse 26
126 NA 96 142 som 16
126 NA 97 1602 måste 16
126 NA 98 6693 tillkomma 16
126 NA 99 3187 eai 14
126 NA 100 6694 psykisk 32
126 NA 101 6695 abnormitet 26
126 NA 102 6278 egendomlig 26
126 NA 103 72 för 16
126 NA 104 1037 våra 16
126 NA 105 6696 dagar, 26
126 NA 106 144 med 14
126 NA 107 6697 tendens 26
126 NA 108 89 att 35
126 NA 109 918 bli 26
126 NA 110 6698 epidemiuk 26
126 NA 111 3086 inom 14
126 NA 112 5689 vissa 26
126 NA 113 6699 lager. 34
126 NA 114 21 En 16
126 NA 115 6700 fransk 26
126 NA 116 6701 psykiater 16
126 NA 117 69 : 16
126 NA 118 6702 Dubuisson 26
126 NA 119 106 liar 26
126 NA 120 6703 undersökt 35
126 NA 121 6704 120 28
126 NA 122 859 personer 35
126 NA 123 142 som 35
126 NA 124 6705 begått 35
126 NA 125 6706 stölder 26
126 NA 126 126 de 26
126 NA 127 1439 stora 26
126 NA 128 6707 Paris-magasinen 26
126 NA 129 51 och 16
126 NA 130 558 öfver 26
126 NA 131 126 de 26
126 NA 132 4424 olika 26
126 NA 133 6346 fallen 35
126 NA 134 6708 publicerat- 32
126 NA 135 122 en 16
126 NA 136 5661 hel 26
126 NA 137 493 del 26
126 NA 138 6709 intressanta 15
126 NA 139 6710 iakttagelser.' 26
126 NA 140 713 Han 16
126 NA 141 188 finner 0
126 NA 142 224 därvid 32
126 NA 143 121 till 16
126 NA 144 122 en 16
126 NA 145 123 början 0
126 NA 146 6711 företeelsen 15
126 NA 147 192 vara 14
126 NA 148 6712 damernas 26
126 NA 149 6713 specialitet, 32
